Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price
52648.64,5.22,5.14,4.83,16342.56,398089.98
83119.04,5.49,7.5,5.28,52664.25,1943952.37
78123.88,3.78,6.73,5.21,32512.3,1165681.91
60914.78,4.9,6.34,4.51,30031.63,796433.07
52569.32,5.24,6.71,5.13,49640.98,985351.98
36987.05,6.05,7.66,5.05,45876.6,961175.42
62790.42,5.04,7.72,7.27,38873.18,1017324.05
94379.78,5.47,7.18,5.48,43798.99,1837578.08
73218.0,4.77,8.09,3.87,24699.74,1299587.8
62619.08,6.15,8.27,2.86,35360.12,1201097.75
73539.82,6.4,7.81,3.66,49013.73,1735029.01
51946.31,6.38,6.44,3.57,29442.37,867958.59
65414.13,5.99,7.49,4.61,26254.54,1121697.3
69643.23,4.45,7.49,3.12,36943.14,1226406.61
67665.34,5.37,6.17,5.45,37175.92,1218404.69
77011.41,5.58,5.4,2.27,42590.15,1330742.63
72256.23,5.58,4.95,1.97,22484.84,957989.26
75706.02,6.05,7.06,3.81,10860.44,963706.54
61246.33,7.39,7.29,2.94,45306.23,1498731.26
78151.92,6.78,5.8,2.43,25414.4,1532898.01
85944.21,5.0,8.05,3.2,30108.85,1709797.74
58243.15,6.65,7.14,3.04,14494.39,714858.66
59121.94,6.61,8.35,3.99,46315.41,1487559.88
82819.79,5.18,7.36,3.22,39640.11,1553088.93
66543.66,6.82,5.91,3.32,39241.68,1317035.13
83544.93,5.82,7.45,3.97,39174.79,1792942.76
63866.45,4.58,7.67,5.23,15715.89,896146.0
84090.88,6.43,6.44,5.79,26385.23,1467151.98
69984.38,6.19,5.53,4.16,31679.61,1199828.32
71335.2,5.75,7.09,4.26,28731.73,1254785.02
85259.76,5.94,5.98,3.75,33468.25,1453170.97
64727.25,5.27,8.12,4.57,38606.53,1074934.25
58552.52,6.58,6.58,4.46,46151.9,1355773.84
63802.2,5.94,8.73,5.61,21471.98,1211618.43
73403.98,6.14,4.84,1.66,36075.31,1168417.12
51895.14,6.33,7.13,3.69,43225.07,991963.99
75377.16,4.84,8.43,4.4,26991.47,1459957.43
62840.78,5.09,6.09,3.95,34249.13,875380.79
80816.39,3.79,6.83,2.82,40793.53,1105615.14
43064.97,6.54,6.58,2.38,36274.25,628517.4
60199.78,4.78,6.3,4.97,42854.41,978290.8
50608.62,6.11,7.24,3.05,37102.88,1015562.99
59777.05,6.35,5.68,1.82,33067.76,880200.98
71222.62,6.58,6.88,5.03,24523.86,1280519.92
66672.8,4.79,7.51,4.54,38616.15,1200149.34
65882.5,5.92,6.77,3.84,37155.23,1201236.01
66886.41,7.63,5.98,2.86,26309.14,1156401.93
70750.71,7.68,8.03,3.84,41939.9,1903139.19
57834.02,6.96,7.73,5.48,48747.14,1565623.14
76116.6,6.31,5.94,1.99,29611.58,1308356.04
75645.69,4.98,5.68,2.06,28941.25,898908.01
72686.73,6.69,6.03,3.21,28578.83,1104958.59
74514.53,5.82,7.54,3.95,19502.28,1191049.88
71742.22,6.53,7.27,3.37,56057.48,1854375.98
90272.81,5.35,7.79,4.77,31707.81,1766893.67
67654.75,5.81,6.66,5.32,27642.84,1111719.03
65310.11,6.14,6.06,4.32,24979.76,895826.63
60551.9,6.22,7.92,4.67,32312.42,1110973.31
57581.14,6.47,6.43,4.31,29263.05,937357.84
55319.42,5.41,7.18,3.99,50435.88,1127682.04
59110.2,4.65,5.42,2.39,23769.28,573286.71
67829.69,7.59,6.41,2.72,20893.05,1161818.17
72145.92,8.44,8.01,2.32,41639.46,1912221.09
69128.07,6.42,6.27,3.8,35098.98,1452634.31
60423.93,4.67,7.81,4.27,33950.27,1099844.81
78177.17,5.21,4.64,2.2,41717.39,1052864.68
76463.66,6.48,6.43,4.07,37519.86,1618551.12
66881.47,7.31,6.82,2.9,35698.34,1305766.01
61624.22,4.78,8.75,2.66,22211.96,877089.79
74428.14,5.86,5.81,3.21,19607.16,943497.97
70586.42,6.17,7.67,2.6,29211.25,1308355.75
53148.86,6.84,8.06,4.73,25400.68,1106689.99
67858.47,5.64,6.26,3.77,38834.87,1158138.71
71375.78,4.43,6.61,4.98,18310.75,820405.63
58994.05,6.59,7.13,3.43,31724.94,1070802.46
70606.35,7.09,5.49,3.48,34445.23,1321302.14
53077.5,5.9,6.53,6.28,35769.42,872481.46
82824.07,6.38,8.28,1.98,40122.72,1713246.27
81883.65,5.51,7.52,5.56,32922.09,1543978.17
65891.67,5.14,6.83,6.02,29538.14,967159.3
72456.7,7.0,7.1,4.92,48514.47,1650236.03
42898.05,6.36,7.58,3.57,32986.68,758148.16
56258.65,6.47,7.77,5.74,50247.87,1355926.78
65451.9,7.47,6.43,3.58,32936.11,1301135.65
57156.21,4.94,8.54,3.11,36001.52,1211101.23
76197.04,5.43,8.32,3.5,34785.93,1690837.45
89870.19,6.14,7.67,3.28,38457.84,1594954.78
56042.64,5.42,6.14,2.82,31996.01,785121.23
59657.32,6.76,5.96,5.35,37117.14,1190609.26
71092.41,5.79,6.66,3.03,51356.33,1457896.7
85754.28,5.0,7.05,3.94,46572.85,1734132.01
55554.93,6.05,5.2,2.2,46641.2,1100569.67
71237.23,6.15,7.49,4.02,22844.34,1073807.17
87994.4,6.91,8.29,2.56,24450.31,1827192.17
50978.55,6.37,7.57,2.53,38324.18,1248924.58
54929.36,6.44,6.31,3.85,43812.57,957838.37
64068.2,6.3,6.19,5.28,31010.58,1038120.25
63034.57,5.79,7.29,4.52,29239.47,1006035.72
77243.7,5.27,6.84,4.61,49996.89,1635721.8
71158.61,6.27,7.44,3.82,42970.33,1646721.48
49665.45,5.65,7.6,3.57,46663.52,1055801.35
74076.24,7.65,8.09,4.95,31781.61,1733725.73
62427.59,7.31,5.85,3.29,31001.8,961640.4
82166.06,6.61,7.21,5.01,45580.74,1977769.28
61894.17,6.35,6.62,5.5,33555.45,1069361.88
61797.95,5.89,6.89,2.95,30100.24,986375.11
74350.38,4.73,7.86,3.13,27099.53,1250676.94
76714.27,5.77,7.97,3.31,31088.4,1468243.23
73358.84,6.08,8.4,2.18,44848.2,1787010.65
50617.9,6.21,7.42,3.4,21179.58,802257.88
74317.37,6.44,6.88,5.58,42406.35,1572908.25
57559.34,6.89,6.73,2.69,29133.93,1070068.24
71090.57,5.29,5.24,5.61,34075.77,855512.05
53408.84,5.3,8.34,3.45,34711.51,957302.16
73339.9,7.42,6.66,6.58,33972.11,1647436.04
59986.27,6.74,7.5,3.14,33313.26,1135068.93
54912.68,5.59,7.68,3.8,31752.77,854964.71
76190.9,5.87,5.73,2.86,30491.61,1083410.82
71158.45,5.88,6.06,3.13,49261.75,1404907.26
62039.24,6.01,8.55,5.63,36411.61,1470868.05
84049.66,6.45,7.28,4.56,34912.96,1749902.31
63886.53,8.49,6.4,5.25,29764.82,1194944.62
68925.2,6.17,6.86,2.36,32114.16,1289534.53
71449.08,6.64,8.09,4.79,29799.38,1431785.86
61978.6,4.31,7.93,2.79,43759.04,1130388.25
73604.37,5.5,5.51,2.34,28683.53,983492.38
62897.46,7.2,8.64,4.27,13869.01,1122129.85
64195.76,6.38,7.97,4.26,36741.71,1360057.05
83106.05,1.63,6.84,4.05,33390.05,762371.06
57492.43,6.65,5.79,4.86,30349.05,936411.27
42867.59,7.88,8.05,5.05,45210.19,1207691.91
85752.37,4.0,7.47,5.79,9032.82,851116.99
95753.74,7.48,5.52,2.52,51807.22,2226230.88
64263.64,3.24,6.76,5.83,46630.68,970755.82
47940.18,6.91,10.15,6.3,29929.57,1330387.78
65273.86,5.97,7.01,3.53,31688.97,1063136.03
65532.44,3.65,6.24,1.93,41169.04,726062.24
66558.79,6.42,5.97,2.28,41435.32,1179945.67
56716.51,7.12,8.78,3.41,29871.72,1409732.83
74759.96,6.34,7.85,6.46,20116.49,1243790.07
74173.2,6.56,8.41,4.0,57141.4,2063556.91
52655.62,5.57,7.24,3.22,45652.53,1094998.54
76035.04,4.14,8.26,3.14,37719.77,1425513.88
90460.52,6.66,6.13,2.35,37907.57,1874595.1
70415.75,7.71,7.15,5.06,42329.57,1761877.57
64987.79,7.1,7.28,3.87,43518.05,1373780.11
67069.53,4.01,8.39,6.56,15455.81,835436.62
75140.41,4.48,7.31,4.75,32680.6,1162522.46
50137.5,5.14,6.36,5.0,31648.81,553268.05
70335.08,4.4,7.05,3.68,34560.76,1165715.34
64421.44,6.02,5.3,2.64,43813.13,1076588.99
88277.12,6.37,4.65,2.91,18396.45,1143288.23
66726.67,4.56,7.83,2.3,22772.76,1002636.46
86359.35,6.75,6.61,5.1,29396.68,1589294.32
56819.33,6.58,6.73,3.51,37694.88,1044278.2
74842.01,5.44,7.83,5.15,44421.85,1431368.91
71987.17,5.81,8.4,4.15,52353.88,1649482.45
59320.69,4.05,7.53,3.62,33320.93,700273.67
70473.69,5.65,8.94,2.54,44405.52,1675737.51
81506.03,5.99,7.5,4.35,43211.36,1614802.93
65132.03,6.15,7.3,3.71,41539.07,1153362.83
50550.06,6.36,7.23,5.09,35922.01,1000523.27
68395.82,6.22,5.69,3.1,32197.65,1019025.55
58964.97,5.72,7.96,4.74,25588.91,975295.56
64934.33,6.26,4.52,6.0,24931.94,896927.1
67713.44,6.97,6.4,4.32,39607.79,1399771.69
50404.16,5.89,7.01,4.95,35622.86,1009304.13
51363.31,6.29,6.19,4.68,32039.09,783949.46
73720.87,5.8,6.53,6.31,42761.23,1499059.48
63011.86,5.34,8.85,4.44,34173.15,1185676.79
41247.95,6.5,8.11,4.84,27099.7,776050.43
76947.87,5.43,6.3,3.94,33518.01,1139240.34
71485.92,6.36,6.52,3.03,44307.75,1374908.7
60974.52,6.01,5.7,2.49,26004.63,770725.95
54548.22,5.68,7.7,5.54,38240.07,906050.79
77491.04,5.66,6.74,2.74,35612.9,1379608.2
72306.38,5.48,5.0,4.9,28611.96,880149.98
93976.78,4.35,7.09,4.49,33251.48,1539316.67
73061.37,6.36,7.43,5.11,20564.05,1114603.88
72715.14,6.21,7.96,3.35,37251.18,1597906.1
66803.88,6.82,6.92,3.01,22618.03,1319771.0
77288.2,5.45,6.61,4.45,46806.94,1634220.64
75245.16,7.86,9.0,3.62,35250.17,2138997.26
81923.89,5.6,7.0,2.47,30487.75,1407842.63
63026.74,5.11,7.72,6.36,47681.55,1240594.29
63942.43,5.0,6.45,3.01,25921.9,830733.08
63476.72,4.26,7.69,2.76,28742.25,821695.23
77011.36,7.5,5.52,3.68,18007.73,1067598.37
84552.67,7.34,6.52,5.52,49159.85,2060015.26
63692.68,6.57,5.77,1.31,54751.19,1363611.23
64055.76,5.09,6.38,5.42,19552.58,554676.41
71930.44,7.77,8.25,2.86,28066.46,1611093.85
65963.67,5.63,6.37,4.31,36855.9,1068970.15
78729.99,5.71,7.72,3.15,31044.74,1451953.74
44583.56,7.4,8.52,6.43,35852.2,1175770.35
59771.98,6.63,6.96,4.13,34995.84,1301352.12
60244.01,8.16,7.99,3.11,40207.95,1498648.68
43852.65,6.23,7.53,3.61,26625.42,680670.91
58312.54,5.59,7.11,4.09,38075.15,938176.56
58829.27,5.37,7.75,4.2,25085.44,1008862.27
66439.63,4.15,8.85,4.52,32075.31,1031489.34
80444.99,5.7,6.35,3.98,18925.74,1102544.2
65971.14,7.11,6.02,2.29,32147.86,1318855.25
57596.59,6.57,5.96,3.56,30478.58,1048281.48
67975.98,6.0,7.99,4.73,45528.03,1671917.97
79765.09,5.0,8.13,3.16,35574.84,1310389.04
58181.23,6.2,6.45,4.81,37378.84,1083526.53
58878.09,6.98,4.83,4.02,35940.16,983969.56
74536.01,6.41,6.31,3.71,15031.59,1055450.45
66221.87,6.15,7.54,5.45,16343.31,1020544.97
75483.89,5.19,6.92,1.84,33000.12,1353572.54
68437.55,6.84,7.17,3.15,38927.71,1571358.94
76061.33,2.88,6.46,5.5,33831.96,913512.93
57551.14,6.36,8.01,6.23,27587.21,1113558.83
68454.2,8.52,7.34,6.79,33777.89,1922333.38
66337.47,4.49,7.58,4.04,32916.68,957496.08
55624.03,5.74,7.15,4.54,43894.61,926787.99
51919.45,5.97,7.52,4.99,43338.97,1057788.02
75891.71,5.52,7.45,5.55,30670.36,1332406.21
64842.55,7.01,6.05,4.37,35667.5,1364900.38
57687.54,6.45,7.37,5.12,38904.28,1149503.15
67557.92,6.13,7.79,4.55,40377.6,1482478.78
80605.42,6.77,8.16,4.62,52565.04,1901118.3
44274.9,6.0,7.41,2.85,35883.63,900101.69
52631.82,9.13,6.02,3.58,47762.79,1504192.91
58746.88,6.13,6.17,3.34,24649.18,776114.35
84156.24,6.17,6.55,2.52,29834.09,1693883.82
71594.81,4.29,7.18,1.95,14964.94,857751.76
76761.07,5.44,6.87,3.46,37664.72,1257733.28
56431.16,7.12,5.86,3.66,42589.68,1140154.47
56650.99,4.66,5.85,4.11,10800.8,543544.48
73355.8,3.84,4.87,4.66,38031.74,989391.89
69204.09,6.01,3.84,4.21,42159.79,1085906.49
74431.46,7.34,6.86,3.66,41594.33,1496781.32
66582.8,6.02,9.33,2.85,24294.08,1467431.06
71547.46,5.65,8.8,5.06,43836.22,1554035.23
70268.23,4.14,6.0,3.85,36255.35,1015055.2
76872.44,6.43,7.14,3.45,42029.05,1553347.41
77184.09,6.63,5.51,3.75,34913.86,1408807.45
51318.4,4.22,5.66,3.08,39944.8,436714.91
44631.61,7.1,5.78,3.33,47172.17,918736.83
79259.6,6.74,6.76,3.29,34138.08,1623452.77
81241.77,7.1,6.81,3.63,38982.74,1611272.53
57705.2,6.56,7.25,4.79,48566.95,1587466.82
48760.87,6.63,7.66,4.48,34840.69,907770.46
69638.51,6.5,6.65,5.88,24993.44,1060053.34
78503.87,6.84,7.03,5.47,42872.73,1794654.17
87741.76,4.18,5.89,6.39,50404.16,1601178.15
74085.7,4.49,5.63,4.67,48954.18,1140364.22
64621.24,5.25,5.48,4.65,43259.25,880668.9
59064.01,5.85,7.65,3.38,12897.24,674550.3
68705.05,6.36,6.65,5.0,29852.36,1095283.35
65393.44,6.3,5.1,3.17,30360.84,961849.94
57764.41,7.09,6.93,2.17,36608.32,1203910.4
90418.64,7.12,5.73,5.86,52919.03,2071686.58
87609.32,5.12,8.67,2.44,25438.62,1609314.71
80691.01,6.22,6.41,4.52,58416.86,1917436.36
58768.58,5.14,7.68,2.9,32368.39,901593.81
77695.8,5.79,8.09,5.37,28551.5,1381154.75
75400.14,6.3,6.03,5.53,44551.66,1495830.9
73299.65,2.61,7.07,4.63,45336.72,960570.9
81901.93,8.37,7.55,5.51,42613.72,2140885.81
75354.79,6.54,7.11,3.99,28526.15,1332226.42
76470.07,5.39,7.35,6.73,41145.63,1531838.37
75371.15,7.89,5.65,4.9,25904.94,1291232.69
72215.15,5.64,7.55,2.87,28250.33,1190532.67
49573.27,6.11,6.5,4.07,35221.41,919369.72
69474.23,5.5,7.34,3.79,28024.86,1013494.73
62655.11,7.62,7.92,3.67,46611.53,1784862.65
54942.46,5.88,7.67,1.94,30424.69,806527.66
86507.8,6.13,7.34,4.46,33974.97,1529693.81
87010.63,7.17,7.64,2.28,27427.03,1651991.19
83069.57,6.56,7.69,1.0,46461.28,1919717.11
71303.06,5.93,8.5,3.56,29551.69,1473005.01
82977.96,7.08,6.96,3.05,47497.46,2052459.98
68711.46,8.49,7.16,2.92,46768.3,1982613.3
70744.41,6.29,7.93,1.0,31737.04,1492061.73
56928.78,6.1,6.49,2.93,36457.45,894309.02
72814.13,6.15,5.64,3.77,31461.44,1065754.78
69226.59,7.28,7.49,3.2,41579.29,1714193.34
54699.33,5.39,6.78,4.46,34232.87,960475.28
68037.34,5.7,5.77,5.69,32019.5,900138.48
67733.24,4.46,7.5,4.62,36621.33,1199404.2
87741.41,4.81,8.44,5.24,20459.51,1236128.62
78113.53,5.47,5.34,5.34,35410.21,1218642.12
68704.99,5.92,8.02,2.73,42610.4,1471660.48
71234.58,7.73,4.43,4.52,37533.19,1301040.06
69054.22,6.51,6.59,5.2,45608.19,1465247.84
66420.34,5.08,8.85,3.44,32418.32,1156235.49
57046.49,5.26,6.66,3.01,31604.54,833864.19
66973.09,7.34,7.08,4.63,25073.61,1306474.52
60631.08,7.1,7.76,2.16,32135.98,1401377.22
55257.14,6.01,5.26,2.64,55674.48,1226490.59
74031.6,5.54,7.06,3.16,38897.77,1374051.86
72753.1,7.09,7.05,4.53,30351.55,1379055.15
49540.27,5.0,8.87,4.25,26177.04,661538.7
67275.43,6.37,5.74,5.25,20297.58,1082776.73
79195.19,8.23,6.6,2.85,27921.34,1846729.1
79872.21,6.18,6.05,2.78,43698.0,1629599.1
79516.37,5.21,5.95,4.62,31924.71,1192515.76
68997.74,6.39,8.13,3.0,26653.15,1416635.84
59576.51,5.51,7.02,3.24,27744.78,1001629.64
57032.94,4.6,6.43,1.7,42609.1,755005.55
72255.8,6.67,6.47,4.34,35356.46,1388253.05
72625.37,7.09,6.42,5.88,29938.0,1266159.59
82303.37,5.67,6.51,2.71,33102.25,1391194.63
80306.58,5.61,5.71,5.24,58056.39,1793014.82
67173.71,5.03,6.73,3.91,48267.76,1341026.35
55322.25,5.83,6.63,1.81,50739.11,1143579.91
65181.96,5.42,6.22,2.88,18773.37,473460.94
70898.25,4.98,7.15,2.8,34663.31,1081077.82
66429.2,7.85,7.23,3.59,29763.47,1470121.43
62423.8,6.44,6.43,4.5,41560.61,1204131.5
71278.25,6.55,6.84,6.25,46681.58,1569628.92
63211.82,6.85,9.17,2.22,39402.78,1630698.94
61889.07,6.74,9.13,3.38,27503.73,1323728.27
71902.46,5.57,5.93,2.88,29602.44,1038844.35
64298.56,6.25,6.07,2.42,42322.17,1181896.07
71184.66,5.71,5.92,4.1,43309.73,1187981.9
71494.81,6.41,8.06,3.98,37561.95,1737607.51
56438.97,6.32,6.59,1.75,37451.17,979292.47
63453.93,5.6,7.23,4.0,36660.47,906987.46
83906.83,4.66,9.01,2.5,38833.78,1842581.65
56197.56,6.12,6.98,3.99,43268.91,1047247.29
46023.7,5.78,7.7,5.54,42417.39,1025457.19
48739.45,4.11,7.52,4.55,36397.09,535124.66
68893.25,6.48,6.4,4.2,35676.18,1334350.46
68912.52,6.94,8.06,3.33,35296.56,1542379.04
67329.5,8.48,6.13,4.06,28418.22,1529033.77
81523.84,5.59,8.34,4.67,28292.2,1508200.57
40095.93,5.45,6.4,4.55,41561.77,513295.7
72802.86,4.88,6.51,3.86,29087.78,1037221.87
85224.81,6.19,5.89,4.25,44241.29,1610421.93
56563.11,6.18,6.06,2.36,35653.42,723484.38
64535.02,5.18,6.56,3.08,44297.48,1057558.59
60558.68,5.81,4.53,4.85,42484.82,1152291.04
59051.06,4.02,6.75,5.02,44529.08,660334.39
65105.7,6.9,6.48,4.1,31435.07,1233242.34
83797.14,5.22,7.79,5.8,40221.33,1608928.54
88165.87,5.95,7.42,4.6,43486.54,2031708.56
65002.56,4.57,6.28,3.69,20766.08,525995.76
88887.13,5.4,6.53,2.48,53052.31,1816244.46
68962.17,5.7,6.75,5.75,58652.58,1616395.84
87273.84,5.97,8.49,4.93,45564.84,1978128.69
67588.62,6.45,6.16,6.19,44161.37,1273197.66
69979.81,7.4,6.26,6.65,42006.43,1535916.49
72478.23,6.71,5.85,2.4,32952.92,1247608.17
102463.22,6.93,5.49,2.4,35069.56,1917887.16
77656.0,7.41,7.3,1.0,45734.72,1966461.44
61044.97,6.54,7.19,5.11,26503.82,1119393.45
78910.58,5.94,8.29,4.79,25635.38,1538982.81
64726.59,6.98,8.04,4.1,32219.51,1450300.29
63363.24,7.04,9.41,2.47,42676.31,1816243.86
78266.87,6.62,6.92,3.87,27568.58,1571580.99
68914.31,4.54,6.73,4.21,33925.75,944399.86
71552.06,5.15,5.68,4.94,35104.24,1102924.26
68732.05,5.71,7.69,4.32,26120.2,1030643.83
72170.3,6.75,7.11,4.8,11948.3,894646.38
73112.29,5.96,7.65,3.83,25974.86,1469224.11
47938.81,7.11,5.84,5.43,38752.3,877685.6
75687.33,7.28,7.35,4.76,40987.97,1777801.17
58116.64,7.17,7.2,2.52,41069.55,1211025.51
53210.98,7.17,7.13,5.69,42213.01,1119124.62
67960.45,4.95,6.3,5.49,29946.03,839695.29
69478.07,6.46,8.19,4.55,27819.95,1450722.19
61191.61,5.38,9.06,4.33,39885.45,1268537.91
77440.14,4.35,5.87,6.02,34061.38,993108.13
54278.1,5.7,7.72,1.97,45165.76,1059574.32
64245.79,7.29,4.08,5.51,39948.13,1212817.35
62349.41,6.44,7.67,3.39,48904.92,1569897.97
68086.47,7.98,5.1,5.33,31542.55,1238879.88
71555.14,6.16,6.46,4.13,46758.28,1525481.62
57840.88,8.4,5.66,2.45,56357.16,1550946.32
76302.4,6.16,6.77,3.37,36696.39,1408709.88
69254.48,6.0,7.84,5.24,41118.62,1462601.11
48418.64,4.71,5.11,3.72,26927.51,320845.89
47708.33,7.08,6.63,3.22,45036.51,998618.97
68451.7,5.48,6.47,3.21,47368.9,1338694.38
66227.93,5.34,8.59,4.77,31255.55,1483954.07
67480.75,7.25,7.43,6.13,41980.63,1617309.23
68284.76,7.13,5.8,1.35,38946.69,1343543.05
70987.02,7.1,6.51,7.42,40041.54,1504224.63
78683.05,5.62,8.56,4.23,44222.3,1788699.96
56740.84,5.93,7.71,4.69,41313.08,1011828.38
56092.13,5.92,6.06,3.44,34783.55,1024044.86
56930.35,6.75,6.72,3.98,44433.47,1335090.41
71662.27,7.52,6.75,4.22,47198.17,1661008.1
81851.65,6.34,6.45,2.69,30662.62,1462743.18
63985.78,7.94,5.26,2.99,36145.14,1220249.23
41919.88,6.87,6.31,5.44,18608.72,523318.07
50421.84,5.75,8.39,2.07,41955.21,1099655.58
59704.49,6.8,6.61,4.52,48302.44,1373098.26
62638.73,7.67,6.89,3.52,33609.34,1261326.7
64230.39,7.96,7.13,2.8,37487.35,1484860.49
68994.2,7.16,9.23,6.41,33977.56,1829976.66
65260.41,6.01,7.0,2.81,32352.83,1087259.6
79766.86,5.77,8.09,2.59,38467.3,1374929.6
61378.01,6.55,6.39,3.75,28379.39,998628.84
59392.42,7.64,6.73,3.03,33827.88,1513179.76
73686.86,6.41,7.0,3.99,27185.33,1397815.33
52216.13,6.43,6.21,4.17,42009.59,925114.83
72736.33,6.03,6.78,4.27,38537.44,1371954.49
69676.01,5.66,7.89,3.83,31882.96,1349899.52
67011.56,5.82,6.18,3.12,36531.01,936740.39
85510.85,6.11,6.99,4.77,33972.3,1536683.49
61951.51,7.68,7.71,3.84,47516.16,1703425.25
90541.66,5.74,6.16,3.37,31785.95,1690656.13
66180.35,6.03,8.1,5.8,42465.82,1415945.69
54972.56,5.12,7.06,3.83,29163.82,893456.73
69328.2,6.69,6.82,5.32,44244.32,1430451.28
57112.38,7.33,4.96,5.49,46458.26,817202.98
60570.79,7.59,6.61,5.56,46926.72,1555065.75
72814.58,6.18,7.37,4.83,50762.84,1715529.78
74504.39,6.55,8.75,3.98,39065.52,1821020.38
61951.94,5.83,7.56,3.9,48449.62,1426409.31
79106.76,6.5,8.13,3.68,52282.99,1981872.63
80919.72,6.29,5.77,1.31,25026.63,1233073.5
83891.1,6.04,6.86,4.86,30175.86,1479756.06
74225.49,6.12,8.22,4.28,21318.17,1290831.84
83114.42,6.43,6.09,5.0,46694.86,1666658.89
48537.45,5.69,7.96,3.84,21190.82,498818.49
65194.75,5.74,7.73,4.8,18498.06,857908.94
59342.46,7.67,7.27,2.29,25271.38,1193918.57
69853.71,8.66,6.66,2.54,18910.25,1204640.04
62492.49,4.79,5.99,1.0,38864.17,652467.7
66812.09,4.73,8.78,3.81,25398.91,1046406.58
88643.22,5.03,7.63,3.03,19386.94,1351206.91
66774.13,5.88,7.33,2.87,35747.41,1213541.69
72993.2,6.87,6.57,4.39,36332.84,1222668.79
66107.47,6.57,7.03,3.46,17605.4,1186956.26
69389.95,6.15,7.16,2.22,29079.52,1077540.23
68647.13,6.5,7.39,7.11,35422.21,1318940.51
73361.24,5.29,7.73,3.93,32621.53,1168391.55
81002.85,5.74,6.2,2.65,32892.88,1475503.43
86140.93,5.96,5.51,3.16,47867.42,1679170.37
71882.93,4.41,7.08,3.77,57467.46,1367753.36
74866.39,4.83,5.23,3.76,33053.51,896743.87
56317.09,4.87,6.66,5.58,23043.33,604510.41
67646.41,6.74,6.48,3.88,33834.76,1148554.76
78604.61,6.22,7.49,6.26,38091.36,1656645.41
77812.49,6.58,8.99,3.45,35634.21,1745371.93
70838.34,4.16,5.03,4.5,42224.11,923257.07
78030.19,4.51,9.29,5.24,58116.2,1895533.28
73813.59,6.64,6.75,5.45,19160.28,1144952.48
81375.86,3.23,7.34,5.59,31130.23,856685.68
71666.99,7.19,5.56,3.65,51458.85,1565440.99
64791.97,4.17,8.0,3.97,30981.7,789235.66
72162.4,6.81,7.03,1.0,43998.72,1606171.3
37348.73,5.1,6.93,3.74,42424.69,513198.34
72663.8,7.02,5.03,5.32,48439.03,1418126.44
29698.22,9.16,7.06,5.08,55152.9,1123457.47
50214.33,3.73,7.84,3.87,39468.75,776545.8
73397.95,6.67,6.75,6.07,18835.64,1151451.44
73672.51,4.19,8.18,3.51,29211.46,1356688.9
56193.83,6.4,8.13,3.1,57859.57,1541259.34
60993.42,5.78,6.34,3.4,22127.09,812292.21
83190.23,6.11,8.6,2.6,41093.81,1874756.72
63424.21,5.08,7.04,4.75,11206.5,671040.09
92488.04,6.75,7.04,4.33,22752.07,1820788.51
68562.54,4.55,7.09,4.73,44965.85,1290364.94
72931.85,7.21,7.06,3.47,36519.91,1398785.78
85815.65,5.57,4.33,3.91,32426.81,1276214.26
69979.49,4.59,6.8,1.3,28080.52,967249.17
57900.02,7.56,5.61,4.44,16347.32,832414.15
67413.52,5.91,8.63,4.1,43045.05,1708147.96
68203.46,7.87,8.59,2.63,33352.76,1893839.88
54037.58,7.19,7.85,3.85,21058.49,1118760.09
65856.34,5.19,6.75,3.66,36462.63,999476.1
60672.72,5.9,5.97,6.15,41931.89,933448.49
78434.8,6.1,6.33,2.67,34171.31,1460003.91
68951.89,7.49,8.95,4.39,37314.23,1917247.38
65568.96,6.41,6.29,2.64,36541.41,988135.04
67451.31,6.15,4.61,3.29,29148.06,981984.19
70961.03,5.78,8.03,4.32,36701.53,1396824.66
75157.01,5.93,8.51,3.72,43460.03,1515051.38
57928.07,7.27,8.67,3.97,46431.84,1657850.71
57481.76,5.98,8.04,4.39,44010.99,1368783.47
80356.67,5.59,8.2,3.37,29462.65,1466217.28
64188.31,5.42,7.04,5.07,42477.41,1081007.81
53482.3,5.43,4.89,3.6,40782.75,837736.54
73313.16,4.59,7.02,3.86,29119.14,970921.3
73521.6,5.24,7.62,4.42,31554.7,1375613.21
52268.64,7.46,6.85,4.26,42908.95,1095450.33
71028.82,5.78,6.81,4.77,49828.81,1515722.93
76422.84,6.68,6.02,4.37,18182.16,1198204.97
72573.21,3.53,5.98,4.56,52440.61,1163769.98
75318.66,6.54,8.85,3.58,47717.28,2055169.39
53616.3,5.82,8.88,2.67,38139.25,1096027.36
72111.23,5.5,6.99,2.22,33773.89,1276399.15
65357.68,6.16,7.27,1.93,40038.05,1179494.31
63437.42,5.49,6.0,6.15,29805.39,726661.86
77861.38,3.88,7.64,1.26,34399.38,1110048.24
84349.11,6.89,8.77,5.45,21523.36,1795274.42
87707.4,6.22,5.45,2.97,18878.38,1432297.59
82596.22,5.67,7.46,5.44,59311.14,2116529.03
67413.45,5.02,7.53,1.27,36789.02,1119318.89
72342.29,4.52,7.52,3.69,38184.61,1235411.53
76755.8,6.2,8.65,5.77,35857.98,1776291.8
69874.51,7.58,9.05,4.86,27947.34,1762119.5
69976.68,6.18,6.75,3.57,33115.41,1237536.42
77362.56,4.61,7.67,1.59,37068.05,1330258.52
67951.17,6.2,7.08,2.35,34211.37,1256257.29
